270430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	9	8	4	18	21	28	44	60	59	50	31	25	8	0	0	1	0	0	0	0	0	0	0	0	0	0	370
290820	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	8	34	34	3	3	37	49	82	36	43	30	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	369
292900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	7	15	21	29	36	33	49	32	30	17	13	12	3	3	2	2	0	2	0	0	2	0	0	0	0	0	0	0	316
291370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37	37	20	27	14	26	37	20	10	13	17	7	7	9	5	1	1	1	3	0	4	3	0	0	1	0	0	307
291992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	9	7	6	44	47	49	23	9	9	8	11	5	0	4	4	5	3	0	0	0	0	2	0	0	0	0	250
292010	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	9	35	8	27	10	7	8	12	4	14	9	5	3	6	6	13	20	35	12	0	247
290490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	12	12	18	18	42	56	36	20	7	5	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	244
291700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	5	0	0	3	6	2	11	32	26	30	3	23	23	6	6	14	22	6	1	0	227
293170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	27	1	3	30	49	13	12	26	7	0	1	11	8	7	2	2	3	1	3	1	2	0	1	0	0	1	1	0	0	216
291770	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	8	4	6	16	12	10	9	11	8	8	6	10	10	9	10	7	3	9	4	5	4	6	7	3	1	1	5	8	8	1	214
292960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	2	1	1	6	29	25	22	24	19	16	11	13	8	5	6	7	5	8	0	0	0	0	0	0	0	213
292700	0	0	0	0	0	0	0	0	0	0	0	3	3	9	3	1	1	1	0	0	0	0	0	0	0	17	18	14	9	4	20	9	0	2	16	2	15	13	21	0	9	3	7	0	0	0	3	0	0	203
290100	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	10	12	18	9	4	10	19	18	17	22	14	11	12	3	5	1	0	0	0	1	2	3	1	0	1	0	0	0	0	198
292630	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	2	8	3	7	5	14	10	12	15	15	9	16	8	17	4	6	2	5	2	1	4	3	4	4	5	8	1	0	0	195
290960	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	7	10	55	34	24	19	10	5	3	2	3	0	0	1	3	5	4	2	0	2	1	0	0	0	194
290650	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	11	23	19	33	13	18	8	9	12	8	1	9	6	1	2	5	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	189
230765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	2	15	18	15	17	19	13	17	31	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171
292230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	5	29	29	24	15	6	15	8	6	2	4	3	5	0	2	1	0	1	0	0	0	3	2	166
290460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	5	8	1	9	9	11	13	16	10	4	11	6	5	13	8	5	3	4	3	5	1	2	0	0	0	158
292525	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	15	20	11	5	21	13	12	8	6	6	3	1	1	5	10	3	0	0	0	1	2	2	0	1	0	1	2	2	1	0	0	0	158
290030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	18	11	4	15	0	0	2	3	1	0	1	63	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149
290750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	29	25	13	22	5	9	5	3	1	3	3	8	6	6	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	147
292530	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	19	15	26	23	15	14	9	4	0	1	0	3	1	1	0	0	0	1	4	1	0	145
292800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	2	2	23	15	26	13	24	21	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142
290600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	2	7	6	3	7	6	4	7	2	13	3	1	8	6	6	11	2	0	1	2	0	4	0	1	0	10	1	10	1	133
292660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	8	8	2	2	4	4	20	6	13	19	7	5	3	3	2	3	2	1	0	0	2	0	0	4	0	0	0	0	124
290190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	30	18	11	6	15	6	4	4	0	4	1	2	0	2	3	2	1	4	0	0	0	122
291465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	8	12	11	10	11	12	7	3	11	1	4	5	7	5	1	2	2	1	5	0	0	0	0	122
292460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	2	0	1	4	11	3	8	8	12	16	9	9	9	7	3	0	0	3	5	1	1	0	0	2	1	2	0	0	0	0	122
292595	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	2	21	25	24	7	8	5	3	4	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	114
292930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	1	4	7	23	15	5	5	9	9	4	5	2	0	0	1	2	0	1	2	1	0	0	1	0	3	0	109
320530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	1	0	1	0	1	0	0	0	0	2	1	3	1	0	7	1	4	19	16	16	25	1	0	0	104
230410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	13	18	13	18	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101
292100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	4	17	3	12	13	12	3	2	10	3	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	101
150140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	4	6	5	0	5	0	2	3	3	1	2	3	2	6	14	13	11	6	3	1	1	2	0	0	0	0	0	100
290890	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	7	11	2	6	5	3	1	3	2	7	14	17	5	3	3	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100
